Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,lat,lon
Rua Conselheiro João Alfredo,Mooca,São Paulo,295,3,4,2,640000,-23.5542816,-46.6132836
"Rua Lomas Valentinas, 0 ",Alto da Lapa,São Paulo,305,4,5,4,3300000,-23.5290416,-46.7230055
Avenida Moaci,Planalto Paulista,São Paulo,385,3,6,4,1690000,-23.6184603,-46.6550953
Rua Cássio de Almeida,Vila Guilherme,São Paulo,115,2,1,1,380000,-23.5075983,-46.5959173
Rua Eva Bloch,Bosque da Saúde,São Paulo,155,4,3,4,1600000,-23.5997997,-46.6276231
Rua Fonseca da Costa,Bosque da Saúde,São Paulo,326,4,2,3,980000,-23.6212296,-46.6255767
,Campo Belo,São Paulo,145,3,3,2,1100000,-23.6299339,-46.670417
Rua Vitorino Carmilo,Barra Funda,São Paulo,170,3,4,1,790000,-23.5350069,-46.6498004
"Rua Franca do Imperador, 241 ",Jardim Vera Cruz(Zona Leste),São Paulo,645,3,2,5,350000,-23.6165876,-46.4725475
Rua Ibaragui Nissui,Jardim Vila Mariana,São Paulo,275,4,6,4,2120000,-23.5910518,-46.6268489
Rua Benjamim Lima,Jabaquara,São Paulo,150,2,4,2,950000,-22.0016434,-46.7771597
,Mooca,São Paulo,175,3,3,2,947000,-23.5606808,-46.5971924
"Rua Jurupari, 487 ",Jardim Oriental,São Paulo,179,3,4,4,630000,-23.6447253,-46.6493492
Rua Domingos Lopes,Campo Belo,São Paulo,205,2,2,2,980000,-23.6155402,-46.6696335
Rua Marechal Bitencourt,Jardim Paulista,São Paulo,1205,3,10,14,16000000,-22.2988175,-48.5591327
"Rua Aleixo da Silva, 131 ",Vila Almeida,São Paulo,137,3,3,4,830000,-23.646405,-46.722693
Rua São Bernardo,Cidade Mãe do Céu,São Paulo,134,3,2,5,850000,-23.9392523,-46.3403656
,Granja Julieta,São Paulo,358,3,5,5,2500000,-23.6275329,-46.7120009
Rua Penápolis,Pacaembu,São Paulo,300,3,2,4,2900000,-23.476794,-46.2634115
"Rua Curucáia, 000 ",Saúde,São Paulo,150,2,4,2,820000,-23.6130795,-46.6285736
,Jardim Guedala,São Paulo,751,5,4,6,4000000,-23.5873828,-46.71764795766417
,Jardim Patente,São Paulo,176,3,3,4,745000,-23.6276252,-46.586882
Avenida Ramalho Ortigão,Vila Gumercindo,São Paulo,100,2,3,2,678000,-23.6058361,-46.6211607
Avenida Bagiru,Alto de Pinheiros,São Paulo,272,3,5,3,2200000,-23.5445036,-46.719531
Rua Cruçaí,Vila São José (Ipiranga),São Paulo,123,3,1,2,820000,-23.5899387,-46.6161767
Avenida Jandira,Indianópolis,São Paulo,140,3,4,2,790000,-23.6150948,-46.6522991
,Chácara Monte Alegre,São Paulo,363,4,6,3,1700000,-22.69049305,-46.68043276878935
,Brooklin Paulista,São Paulo,120,2,2,1,670000,-23.6294989,-46.6736894
,Vila Sônia,São Paulo,121,2,3,2,750000,-23.5986562,-46.7392935
,Pinheiros,São Paulo,157,2,2,1,1250000,-23.567249,-46.7019515
"Rua Campo Grande, 175 ",Vila Leopoldina,São Paulo,244,3,3,3,1600000,-22.9292669,-47.1064326
,Jardim Paulistano,São Paulo,420,3,6,8,6500000,-20.8630025,-49.4156027
Rua das Jabuticabeiras,Cidade Jardim,São Paulo,857,4,4,5,8900000,-23.5952977,-46.7031859
Rua Guilherme Rehder,Parque Jabaquara,São Paulo,261,3,4,2,850000,-23.6382396,-46.6532365
,Vila Prudente,São Paulo,180,2,2,1,750000,-23.592335,-46.57496141835203
,Vila Nova Conceição,São Paulo,150,3,3,2,1650000,-23.0503416,-47.8327759
,Santana,São Paulo,340,7,6,4,1596000,-30.903222,-55.4955322
Rua Pamplona,Jardim Paulista,São Paulo,156,4,3,2,2340000,-23.567204,-46.6571638
Rua Conde de Porto Alegre,Campo Belo,São Paulo,500,3,6,4,3200000,-23.6165687,-46.6683313
Rua Jequitai,Indianópolis,São Paulo,138,4,5,2,1500000,-23.6128406,-46.6610783
,Santo Amaro,São Paulo,350,5,4,4,2800000,-23.6562303,-46.7191156
,Vila Sônia,São Paulo,535,3,4,4,2980000,-23.5986562,-46.7392935
Rua Livi,Vila Madalena,São Paulo,153,3,5,2,2200000,-23.5468302,-46.7007303
,Jardim Paulistano,São Paulo,180,3,1,3,3000000,-20.8630025,-49.4156027
,Jardim Colombo,São Paulo,232,3,3,4,890000,-23.6219422,-48.0686707
,Brooklin Paulista,São Paulo,380,5,8,6,2870000,-23.6294989,-46.6736894
,Jardim Guedala,São Paulo,545,4,1,10,8500000,-23.5873828,-46.71764795766417
,Vila Progredior,São Paulo,680,6,6,4,2700000,,
"Rua Visconde de Aguiar Toledo, 50 ",Vila Congonhas,São Paulo,195,3,4,2,1750000,-23.5112197,-46.347857
Rua Manuel Jacinto,Vila Morse,São Paulo,180,3,4,6,897000,-23.599296,-46.7276796
,Jardim Guedala,São Paulo,830,5,7,5,2900000,-23.5873828,-46.71764795766417
"Rua Laiana, 3 ",Boaçava,São Paulo,435,4,1,6,4500000,-23.5405887,-46.7225471
Rua Estuário,Chácara Monte Alegre,São Paulo,450,4,7,6,2350000,-23.6508915,-46.6804321
"Rua Alasca, 144 ",Jardim América,São Paulo,650,5,5,8,17500000,-23.5722783,-46.6717257
"Rua Alvorada do Sul, 285 ",Jardim Guedala,São Paulo,330,4,5,2,2900000,-21.137344,-48.9928573
,Jardim Europa,São Paulo,872,4,5,7,18000000,-22.7252877,-47.3629074
Avenida Boschetti,Vila Medeiros,São Paulo,115,2,3,2,405000,-23.4854208,-46.5894987
,Vila Nova Conceição,São Paulo,344,4,4,3,6400000,-23.0503416,-47.8327759
,Vila Anhangüera,São Paulo,124,3,1,2,650000,-24.110148,-46.6539788
"Rua Paulo Barian, 184 ",Jardim Raposo Tavares,São Paulo,160,1,1,2,500000,-23.5895725,-46.761904
"Rua Joaquim Cândido de Azevedo Marques, 1287 ",Vila Morumbi,São Paulo,495,4,2,4,2500000,-23.6131182,-46.7091076
Rua Osvaldo Leite Ribeiro,Jardim Morumbi,São Paulo,653,4,5,4,1636700,-23.6087477,-46.7145483
"Rua Manduri, 671 ",Jardim Paulistano,São Paulo,455,4,4,3,3620000,-23.5743839,-46.6951695
Rua Antônio da Veiga,Vila do Castelo,São Paulo,137,2,2,2,565000,-23.6742,-46.6710766
,Vila Ida,São Paulo,490,5,5,6,2400000,-23.5431007,-46.7074196
Rua Vigário João de Pontes,Santo Amaro,São Paulo,503,4,3,4,4350000,-23.6505341,-46.6885649
Rua Bastos Tigre,Jardim Niteroi,São Paulo,112,2,1,6,500000,-23.6822706,-46.66301
Rua Barão do Triunfo,Brooklin Paulista,São Paulo,220,3,4,2,1910000,-23.6261601,-46.6851212
Avenida Manoel dos Reis Araújo,Jardim Marajoara,São Paulo,356,4,5,4,1600000,-23.6533678,-46.6856018
Rua Geórgia,Brooklin Paulista,São Paulo,270,3,5,2,1500000,-23.6119725,-46.6761817
Rua Luís Arnoni,Vila Irmãos Arnoni,São Paulo,480,4,6,4,1500000,-23.4538613,-46.6253992
Rua Professor Sílvio de Sá e Silva,Parque São Domingos,São Paulo,296,5,5,3,999900,-23.5082215,-46.7302398
Rua das Grumixamas,Vila Parque Jabaquara,São Paulo,310,5,1,5,2800000,-23.6483548,-46.643434
Rua Muniz de Sousa,Aclimação,São Paulo,480,3,4,4,2000000,-23.5634109,-46.6238037
,Jardim Europa,São Paulo,240,3,5,2,2700000,-22.7252877,-47.3629074
Rua Silveira Campos,Cambuci,São Paulo,180,3,1,2,900000,-23.5680189,-46.6177416
,Jardim Monte Kemel,São Paulo,180,3,3,3,470000,,
,Sumaré,São Paulo,138,3,3,1,950000,-22.8217964,-47.267105
,Campo Belo,São Paulo,160,4,4,2,1150000,-23.6299339,-46.670417
,Morumbi,São Paulo,615,4,5,6,3700000,-23.5964988,-46.7178446
Rua Oseas Gomes de Oliveira,Parque dos Príncipes,São Paulo,563,4,2,4,2000000,-23.5668098,-46.7705645
Rua Batinga,Vila Nova Mazzei,São Paulo,130,3,2,2,480000,-23.4638906,-46.5934434
"Avenida Moaci, 1812 ",Planalto Paulista,São Paulo,380,3,3,4,1690000,-23.61953161954546,-46.65373621819326
"Praça Barão Pinto Lima, 4 ",Boaçava,São Paulo,520,4,6,8,4350000,-23.541195,-46.7228372
"Rua Dom Macário, 175 ",Vila da Saúde,São Paulo,312,3,4,6,1400000,-23.6196356,-46.6133805
Avenida Iraí,Indianópolis,São Paulo,420,4,6,4,1990000,-23.6121849,-46.6611976
,Ipiranga,São Paulo,223,3,6,2,980000,-23.58927255,-46.60616206667652
Rua Dona Balduína,Sumaré,São Paulo,450,4,5,3,3000000,-23.5472957,-46.6752057
Rua Princesa Isabel,Brooklin,São Paulo,140,3,3,2,1250000,-20.5308826,-47.4381601
Rua Zequinha de Abreu,Pacaembu,São Paulo,500,5,5,3,3200000,-23.6139821,-46.4472851
"Rua Cristiano Viana, 1331 ",Cerqueira César,São Paulo,286,4,5,7,2999800,-23.5523093,-46.6821307
"Rua Teixeira Pinto, 50 ",Jardim Paulista,São Paulo,390,4,3,6,5500000,-23.5831688,-46.6653665
"Rua Arthur Soter Lopes da Silva, 326 ",Jardim Esmeralda,São Paulo,140,3,2,2,660000,,
Avenida Indianópolis,Indianópolis,São Paulo,330,4,4,3,2490000,-23.6013919,-46.6571353
"Rua Manuel Marques Simões, 0 ",Cidade Jardim,São Paulo,1300,5,7,6,4200000,-23.5949876,-46.6972925
"Rua Keisuke Koza, 0 ",Jardim Trussardi,São Paulo,180,2,3,4,500000,-23.5913209,-46.7322011
,Vila Guedes,São Paulo,120,3,2,3,700000,-23.3112346,-45.9705028
Rua Professor Miguel Maurício da Rocha,Brooklin Paulista,São Paulo,420,4,5,5,2400000,-23.635526,-46.6740967
,Vila Congonhas,São Paulo,270,3,3,4,960000,-20.503768,-43.8618784
Avenida Manoel dos Reis Araújo,Jardim Marajoara,São Paulo,537,5,11,6,5000000,-23.6533678,-46.6856018
Rua Salvador de Edra,Saúde,São Paulo,230,4,4,2,980000,,
"Rua João Gomes Barbosa, 0 ",Jardim Alvorada (Zona Oeste),São Paulo,230,3,3,2,689000,-23.5969153,-46.7553281
Rua Jorge Tibiriçá,Vila Mariana,São Paulo,300,6,4,2,1600000,-20.5729538,-47.4025516
Rua São Benedito,Santo Amaro,São Paulo,372,5,3,10,10000000,-22.8145222,-45.1971397
Rua Macambará,Cidade Monções,São Paulo,144,3,4,2,1440000,-23.6018361,-46.6897825
,Jardim Vivan,São Paulo,130,2,3,2,360000,,
,Brooklin Paulista,São Paulo,330,4,4,4,1400000,-23.6294989,-46.6736894
Praça Pinheiro da Cunha,Ipiranga,São Paulo,220,3,5,4,1272000,-23.59405525,-46.61786766219241
,Lapa,São Paulo,283,4,5,4,1799010,-23.5215756,-46.7043491
,Granja Julieta,São Paulo,191,4,4,5,1350000,-23.6275329,-46.7120009
,Jardim Vila Carrão,São Paulo,200,7,5,1,1200000,-23.6183101,-46.4545343
Rua Utinga,Chácara Flora,São Paulo,1500,5,8,4,25000000,-23.6484066,-46.6846342
Rua Conde D'Eu,Santo Amaro,São Paulo,200,3,2,4,1790000,-23.6513261,-46.6994784
Rua Descalvado,Sumaré,São Paulo,400,4,2,4,2400000,-23.5478088,-46.6832387
,Pinheiros,São Paulo,140,2,1,1,1900000,-23.567249,-46.7019515
Rua Júlio Verne,Jardim Hípico,São Paulo,288,4,6,2,2190000,-23.6445682,-46.7058666
Rua Guaraiuva,Cidade Monções,São Paulo,90,2,1,1,880000,-23.7782562,-46.6748032
"Rua Anatólia, 6 ",Boaçava,São Paulo,615,4,8,8,5000000,-23.5393667,-46.726518
,Sacomã,São Paulo,94,2,1,1,445000,-23.6012824,-46.6025552
Rua Doutor Sales Gomes Júnior,Vila Paulo Silas,São Paulo,90,3,2,2,550000,,
,Alto de Pinheiros,São Paulo,451,4,4,3,4000000,-23.5499064,-46.7076422
,Jardim Castelo,São Paulo,313,6,4,5,650000,-23.1847817,-45.8692092
Rua Florianópolis,Vila Bertioga,São Paulo,180,2,1,1,650000,-20.5210354,-47.3679435
Rua Itália,Jardim Europa,São Paulo,600,3,3,10,10500000,-23.4381939,-46.4071571
Rua Dom Raimundo Brito,Aclimação,São Paulo,145,3,1,2,1200000,-23.5672779,-46.6310797
"Rua Henrique Martins, 50 ",Jardim Paulista,São Paulo,420,4,4,2,3800000,-23.5810719,-46.6683231
,Morumbi,São Paulo,546,4,7,5,3500000,-23.5964988,-46.7178446
Rua Doutor José Estefno,Jardim Vila Mariana,São Paulo,350,4,6,4,2700000,,
,Jardim Santo Amaro,São Paulo,125,2,2,4,800000,-23.4500741,-47.4914239
Rua Mariano Procópio,Vila Monumento,São Paulo,538,4,2,4,1600000,-23.5777657,-46.6135094
"Rua Pascoal Pais, 393 ",Vila Cordeiro,São Paulo,210,3,5,4,2000000,-23.6195504,-46.6886734
Avenida das Magnólias,Cidade Jardim,São Paulo,260,3,5,4,2700000,-23.593428,-46.6967587
Rua Vapabussu,Jardim Aeroporto,São Paulo,130,2,3,2,600000,-23.632408,-46.6656722
,Jardim Europa,São Paulo,750,4,4,4,18000000,-22.7252877,-47.3629074
,Vila Barbosa,São Paulo,216,1,1,3,380000,-23.5310216,-46.6271835
Rua Francisco de Vitória,Jardim Vila Mariana,São Paulo,220,3,3,4,1400000,-23.5525862,-46.3207383
Rua Damiro de Oliveira Volpe,Vila Nova Conceição,São Paulo,140,2,3,2,2350000,-23.5913125,-46.6765494
Rua Guarei,Vila Bertioga,São Paulo,104,3,2,2,460000,-23.529702,-46.8511601
,Vila Inah,São Paulo,170,3,4,4,1300000,,
"Rua Luiz Nunes, 7 ",Parque Ramos Freitas,São Paulo,200,3,2,1,250000,-23.4510617,-46.6064326
Rua Antônio de Macedo Soares,Campo Belo,São Paulo,380,3,4,5,2819000,-23.6198421,-46.6729166
,Parque Imperial,São Paulo,120,2,3,3,600000,-23.6220795,-46.6352066
"Rua Keisuke Koza, 165 ",Jardim Trussardi,São Paulo,200,3,4,2,1100000,-23.5913209,-46.7322011
Avenida Itacira,Planalto Paulista,São Paulo,322,4,5,4,1950000,-23.6061628,-46.6520476
Rua Timbó,Mooca,São Paulo,175,3,2,2,940000,-23.5513666,-46.6067597
,Campininha,São Paulo,102,2,1,1,470000,-23.3965841,-47.2976035
,Jardim Paulista,São Paulo,490,4,4,4,5000000,-23.5652185,-46.6601846
Avenida Moaci,Planalto Paulista,São Paulo,160,3,4,3,1020000,-23.6184603,-46.6550953
Avenida Sílvio Sciumbata,Interlagos,São Paulo,945,4,7,5,2680000,-23.7093167,-46.7112674
Rua Atalaia,Sumaré,São Paulo,400,4,6,3,2800000,-21.1366047,-48.9908457
Avenida Biarritz,Vila Represa,São Paulo,284,4,8,4,2009000,-23.7303751,-46.7195266
,Jardim Paulista,São Paulo,526,4,4,3,11000000,-23.5652185,-46.6601846
,Vila Bela,São Paulo,166,2,3,2,430000,-21.1187019,-48.9672694
Rua Marcelino Champagnat,Jardim da Glória,São Paulo,367,4,6,5,3100000,-23.5887019,-46.6204306
Rua Geórgia,Brooklin Paulista,São Paulo,160,3,3,4,1700000,-23.6119725,-46.6761817
Rua Mil Oitocentos e Vinte e Dois,Ipiranga,São Paulo,282,4,3,2,950000,-23.5918547,-46.5987752
Rua Mário,Vila Romana,São Paulo,150,3,4,2,1170000,-23.5312044,-46.6976398
Rua Eugênio da Silva,Horto Florestal,São Paulo,254,3,3,4,721000,-23.4522121,-46.6300012
,Jardim Everest,São Paulo,642,4,5,6,5200000,-22.1064918,-51.4304335
,Vila Bertioga,São Paulo,170,3,4,4,1050000,-23.8613536,-46.1654454
,Jardim Prudência,São Paulo,137,3,5,2,1000000,-23.64494605,-46.67252862486157
Rua Marquês de Lages,Vila Moraes,São Paulo,360,4,3,4,790000,-23.6280776,-46.6148296
Avenida Morumbi,Morumbi,São Paulo,405,4,3,4,1600000,-22.060458,-47.8790271
,Brooklin Paulista,São Paulo,363,3,5,4,1600000,-23.6294989,-46.6736894
,Vila Mariana,São Paulo,110,3,4,1,1011000,-23.5837,-46.632740824206934
,Indianópolis,São Paulo,600,6,6,8,5500000,-23.6074637,-46.6689221
,Santo Amaro,São Paulo,351,4,3,4,2200000,-23.6562303,-46.7191156
Rua Berlioz,Vila Ida,São Paulo,362,4,6,5,4500000,-23.5449133,-46.7162347
,Jaraguá,São Paulo,64,2,1,1,280000,-23.446592000000003,-46.73617751601424
Rua Belmiro Zanetti Esteves,Vila Mira,São Paulo,190,3,4,2,649900,-23.6526379,-46.6518395
Rua Judite de Bueno de Azevedo,Vila São José (Ipiranga),São Paulo,120,3,1,1,550000,-23.5884079,-46.6135221
"Avenida Professor Fonseca Rodrigues, 298 ",Alto de Pinheiros,São Paulo,343,4,7,4,8634300,-23.5399262,-46.728738
Rua Embuaçu,Vila Mariana,São Paulo,150,3,3,3,800000,-23.5960797,-46.6266831
,Vila Oratório,São Paulo,350,3,4,5,1500000,-23.6516867,-46.4564122
"Rua das Açucenas, 50 ",Cidade Jardim,São Paulo,500,4,7,4,5400000,-22.9505762,-47.0939847
Rua Jani Penoy Arcuri,Jardim Peri,São Paulo,250,1,1,4,450000,-23.4600783,-46.6594894
,Jardim Coimbra,São Paulo,210,3,2,2,387000,-23.6579452,-46.4232729
"Rua Álvaro Rodrigues, 658 ",Vila Cordeiro,São Paulo,300,3,4,2,1700000,-23.6228168,-46.6855792
,Jardim Paulistano,São Paulo,515,5,6,5,13500000,-20.8630025,-49.4156027
Rua Aburá,Sítio do Mandaqui,São Paulo,80,2,3,2,490000,-23.4843921,-46.6583475
,Mooca,São Paulo,270,4,3,3,1200000,-23.5606808,-46.5971924
,Cidade Monções,São Paulo,375,4,4,3,2400000,,
Rua Acaiacá,Cidade Líder,São Paulo,300,3,3,8,599000,-23.5511971,-46.4683297
Rua Aratanji,Vila Nova Cachoeirinha,São Paulo,250,3,5,4,850000,-23.4737483,-46.6615024
,Jardim da Glória,São Paulo,265,4,5,5,2900000,-23.5827197,-46.6219813
,Jardim Paulista,São Paulo,467,3,6,3,6000000,-23.5652185,-46.6601846
"Rua Vercínio Pereira de Souza, 872 ",Jardim Tietê,São Paulo,140,1,1,2,260000,-23.602475,-46.4886609
"Avenida Mauro Marques da Silva, 156 ",Vila Antônio,São Paulo,80,2,1,2,375000,-23.579531,-46.7668276
,Santo Amaro,São Paulo,420,3,5,3,1980000,-23.6562303,-46.7191156
Rua Benedito Felizardo,Sítio Represa,São Paulo,37000,4,2,4,2900000,-21.2556861,-48.8133732
"Rua Araxiá, 122 ",Jardim Guedala,São Paulo,461,4,5,3,2350000,-23.5799177,-46.7104127
,Vila Suzana,São Paulo,185,3,3,3,870000,-23.1691829,-46.9136887
Rua Doutor Carneiro Maia,Vila Água Funda,São Paulo,143,2,2,2,850000,-23.6325468,-46.6260302
,Alto da Lapa,São Paulo,358,3,4,6,2100000,-23.5273913,-46.7130594
,Vila Romana,São Paulo,195,3,2,3,957010,-21.2383197,-47.7796753
Rua Miguel Sutil,Vila Cordeiro,São Paulo,135,2,1,2,1200000,-23.617212,-46.6938881
Rua Ilhota,Vila Carrão,São Paulo,285,4,4,4,600000,-23.5609938,-46.5283435
,Jardim Paulista,São Paulo,505,4,5,3,9000000,-23.5652185,-46.6601846
,Jardim Anália Franco,São Paulo,150,3,4,3,1220000,-23.5557765,-46.5622613
,Vila Gomes Cardim,São Paulo,389,4,3,5,2014000,-23.5451502,-46.5617029
"Rua Carlos Petit, 175 ",Vila Mariana,São Paulo,400,11,5,3,2800000,-23.5833767,-46.6318683
Avenida Manoel dos Reis Araújo,Jardim Marajoara,São Paulo,250,2,2,3,1800000,-23.6533678,-46.6856018
Rua Cerro Corá,Vila Romana,São Paulo,90,2,2,1,710000,-23.5398078,-46.7053108
Rua Jacatirão,Chácara Monte Alegre,São Paulo,420,4,7,4,2500000,-24.4924836,-47.8345212
Rua Senador Milton Campos,Santo Amaro,São Paulo,190,3,3,2,1300000,-23.6290743,-46.6908596
Rua Engenheiro Osvaldo Andreani,Vila Rio Branco,São Paulo,120,2,4,2,670000,-23.5079885,-46.4917729
"Rua Luiz Galhanone, 404 ",Jardim Viana,São Paulo,280,4,5,3,2500000,,
,Vila Progredior,São Paulo,200,3,2,2,2200000,,
Travessa Umberto Bignardi,Paraíso,São Paulo,190,11,8,2,2500000,-23.5744722,-46.6470112
,Vila Monumento,São Paulo,95,2,2,2,750000,-23.5764219,-46.6137805
,Vila Madalena,São Paulo,320,3,4,4,1980000,-23.5464956,-46.6911243
,Jardim da Glória,São Paulo,750,6,9,6,2880000,-23.5827197,-46.6219813
,Morumbi,São Paulo,184,1,1,1,827739,-23.5964988,-46.7178446
,Cambuci,São Paulo,366,4,5,5,1650000,-23.5659114,-46.61367950054397
Rua Ministro Oscar Saraiva,Vila Brasílio Machado,São Paulo,160,3,2,2,700000,-23.6106729,-46.6158807
Rua Wagih Assad Abdalla,Morumbi,São Paulo,520,5,9,6,4800000,-23.5954504,-46.7193852
Rua Gaurama,Jardim Franca,São Paulo,450,5,6,5,2200000,-23.4787855,-46.6163561
Rua Luís Góis,Mirandópolis,São Paulo,197,2,1,1,1600000,-23.60402,-46.647594
,City América,São Paulo,573,5,6,8,2015000,-23.56285,-46.7771874
,Vila Bancária Munhoz,São Paulo,140,3,1,2,580000,,
Rua Acuruá,Vila Romana,São Paulo,290,4,3,2,2200000,-23.5384132,-46.7005461
Rua Cristiano Viana,Cerqueira César,São Paulo,120,2,2,1,880000,-23.5558548,-46.6795559
Rua Viena,Sacomã,São Paulo,127,3,2,2,880000,-23.0335348,-47.0107368
Rua Conde de Porto Alegre,Campo Belo,São Paulo,381,3,3,3,1900000,-23.6165687,-46.6683313
,Jardim Londrina,São Paulo,175,4,4,2,850000,-23.2554217,-51.1762897
,Chácara Monte Alegre,São Paulo,333,5,1,2,1400000,-22.69049305,-46.68043276878935
,Vila Ester (Zona Norte),São Paulo,226,3,3,4,670000,,
Rua São José,Santo Amaro,São Paulo,800,4,5,12,8200000,-22.7832046,-45.1503556
,Pinheiros,São Paulo,140,2,3,1,1915000,-23.567249,-46.7019515
Rua Professor Henrique Neves Lefevre,Jardim Petrópolis,São Paulo,947,4,5,10,9000000,-23.6299165,-46.6814818
,Indianópolis,São Paulo,200,4,4,1,3405000,-23.6074637,-46.6689221
,Jardim Hípico,São Paulo,133,2,4,3,1750000,,
,Campo Belo,São Paulo,210,4,4,2,1190000,-23.6299339,-46.670417
,Morumbi,São Paulo,685,4,6,4,4400000,-23.5964988,-46.7178446
,Jardim Patente,São Paulo,182,2,1,2,450000,-23.6276252,-46.586882
,Pacaembu,São Paulo,355,3,3,3,1850000,-24.7505847,-53.7249498
Avenida Piassanguaba,Planalto Paulista,São Paulo,265,3,4,2,2350000,-23.6010973,-46.6540684
Rua Visconde de Guilhofrei,Brooklin,São Paulo,95,2,2,2,947000,-23.6097108,-46.6882352
Avenida Nhandu,Planalto Paulista,São Paulo,285,3,4,2,890000,-23.6069847,-46.6489007
,Vila Clementino,São Paulo,165,3,1,6,2400000,-23.5980058,-46.6434179
Rua Nove de Julho,Santo Amaro,São Paulo,256,3,5,2,1800000,-23.3239119,-46.2313831
,Vila Nova Curuçá,São Paulo,112,1,1,1,188682,-23.5171184,-46.4191889
Rua Sousa Ramos,Vila Mariana,São Paulo,255,3,1,10,2500000,-23.5942376,-46.6318158
Rua Carlos Petit,Vila Mariana,São Paulo,295,3,1,3,2500000,-23.5833767,-46.6318683
,Sumaré,São Paulo,555,3,4,6,3598010,-22.8217964,-47.267105
"Rua Doutor João Batista de Lacerda, , 248 ",Quarta Parada,São Paulo,155,3,3,4,750000,-23.551195,-46.586613
,Jardim Londrina,São Paulo,225,3,5,6,950000,-23.2554217,-51.1762897
"Rua Sônia Ribeiro, 1342 ",Brooklin,São Paulo,265,4,6,3,2300000,-23.6279685,-46.670835
Rua Luís Gama,Cambuci,São Paulo,325,3,1,6,1200000,-23.5555713,-46.6223375
,Cidade Jardim,São Paulo,922,3,6,11,9500000,-23.6150559,-45.3916312
"Rua Inácio Manuel Álvares, 854 ",Jardim Ester,São Paulo,205,2,3,4,830000,-23.5815214,-46.7675761
,Jardim Paulista,São Paulo,705,4,6,3,11000000,-23.5652185,-46.6601846
,Jardim Paulista,São Paulo,525,4,6,6,7500000,-23.5652185,-46.6601846
Rua Escritor Abeguar Bastos,Indianópolis,São Paulo,205,3,5,2,1600000,-23.618673,-46.6469051
Rua Laerte Assunção,Jardim Paulistano,São Paulo,405,4,6,5,7000000,-23.5708966,-46.683569
,Vila Morse,São Paulo,150,3,4,2,700000,,
Avenida George Saville Dodd,Jardim Guedala,São Paulo,755,5,8,9,7500000,-23.5812878,-46.7081235
,Alto da Lapa,São Paulo,255,3,4,6,2000000,-23.5273913,-46.7130594
,Brás,São Paulo,110,3,2,1,550000,-23.545113649999998,-46.61633553067246
,Jardim dos Estados,São Paulo,780,5,8,6,4800000,-23.5198462,-47.4760404
Rua Mesquita,Vila Deodoro,São Paulo,150,3,4,2,1300000,-23.5751799,-46.6210386
"Rua Araporé, 0 ",Jardim Guedala,São Paulo,860,4,3,8,6000000,-23.5858452,-46.705902
Avenida Aratãs,Indianópolis,São Paulo,265,3,3,2,990000,-23.6132565,-46.6581371
,Jardim América,São Paulo,680,4,6,20,11500000,-21.1926885,-47.8048742
"Rua Maria Celina, 119 ",Cursino,São Paulo,185,3,2,2,797900,-23.6016922,-46.6183628
Praça Graciliano Ramos,Vila Mariana,São Paulo,241,4,2,3,1450000,-23.5966071,-46.627210498201066
Rua Mesquita,Vila Deodoro,São Paulo,265,3,3,3,1800000,-23.5751799,-46.6210386
Rua Clara Parente,Vila Primavera,São Paulo,84,3,3,3,680000,-23.4877789,-46.695482
Rua Müler Carioba,Cursino,São Paulo,181,3,3,4,950000,,
,Campo Belo,São Paulo,640,5,5,5,3500000,-23.6299339,-46.670417
Rua dos Chanes,Indianópolis,São Paulo,170,4,4,2,2300000,-23.3500475,-47.4796902
"Rua Oliveira Pimentel, 148 ",Jardim Paulista,São Paulo,502,4,4,8,8900000,-23.5856808,-46.6665839
"Rua Manuel Antônio Carvalho, 1 ",Vila Clarice,São Paulo,90,3,2,2,398000,,
Alameda dos Indígenas,Planalto Paulista,São Paulo,314,3,4,4,1450000,-23.6083989,-46.6511732
